Time	pn	pe	pd	u	v	w	phi	theta	psip	q	r
5.8200000	1.1355367	0.3614564	-0.0360147	0.0280890	0.0018728	0.0223568	0.0010127	-0.0011014	-0.0009624	-0.0024756	0.0019803	0.0020888
5.8300000	1.1358172	0.3614751	-0.0357915	0.0280457	0.0019595	0.0222186	0.0009878	-0.0010815	-0.0009414	-0.0024931	0.0020117	0.0021100
5.8400000	1.1360972	0.3614947	-0.0355697	0.0280007	0.0020434	0.0220813	0.0009628	-0.0010612	-0.0009202	-0.0025087	0.0020413	0.0021296
5.8500000	1.1363767	0.3615150	-0.0353493	0.0279540	0.0021243	0.0219449	0.0009376	-0.0010407	-0.0008988	-0.0025226	0.0020692	0.0021475
5.8600000	1.1366558	0.3615362	-0.0351302	0.0279055	0.0022023	0.0218093	0.0009123	-0.0010199	-0.0008772	-0.0025348	0.0020954	0.0021638
5.8700000	1.1369344	0.3615582	-0.0349125	0.0278551	0.0022775	0.0216746	0.0008869	-0.0009988	-0.0008555	-0.0025452	0.0021199	0.0021786
5.8800000	1.1372125	0.3615809	-0.0346961	0.0278030	0.0023497	0.0215407	0.0008613	-0.0009775	-0.0008336	-0.0025539	0.0021427	0.0021918
5.8900000	1.1374901	0.3616043	-0.0344811	0.0277491	0.0024190	0.0214077	0.0008358	-0.0009560	-0.0008116	-0.0025609	0.0021638	0.0022035
5.9000000	1.1377671	0.3616285	-0.0342674	0.0276933	0.0024855	0.0212755	0.0008101	-0.0009343	-0.0007895	-0.0025663	0.0021832	0.0022136
5.9100000	1.1380436	0.3616532	-0.0340550	0.0276357	0.0025491	0.0211441	0.0007844	-0.0009124	-0.0007673	-0.0025700	0.0022010	0.0022222
5.9200000	1.1383195	0.3616787	-0.0338439	0.0275762	0.0026099	0.0210136	0.0007587	-0.0008903	-0.0007450	-0.0025722	0.0022172	0.0022294
5.9300000	1.1385948	0.3617047	-0.0336342	0.0275149	0.0026678	0.0208839	0.0007329	-0.0008681	-0.0007227	-0.0025727	0.0022318	0.0022351
5.9400000	1.1388695	0.3617313	-0.0334257	0.0274518	0.0027229	0.0207550	0.0007072	-0.0008457	-0.0007003	-0.0025717	0.0022448	0.0022393
5.9500000	1.1391435	0.3617585	-0.0332186	0.0273868	0.0027751	0.0206270	0.0006815	-0.0008233	-0.0006779	-0.0025692	0.0022562	0.0022421
5.9600000	1.1394169	0.3617862	-0.0330127	0.0273199	0.0028246	0.0204997	0.0006558	-0.0008007	-0.0006554	-0.0025651	0.0022661	0.0022436
5.9700000	1.1396896	0.3618143	-0.0328081	0.0272512	0.0028714	0.0203732	0.0006301	-0.0007780	-0.0006330	-0.0025596	0.0022744	0.0022436
5.9800000	1.1399616	0.3618430	-0.0326048	0.0271806	0.0029153	0.0202475	0.0006045	-0.0007552	-0.0006105	-0.0025527	0.0022812	0.0022424
5.9900000	1.1402329	0.3618721	-0.0324027	0.0271082	0.0029566	0.0201226	0.0005790	-0.0007324	-0.0005881	-0.0025443	0.0022866	0.0022397
6.0000000	1.1405035	0.3619015	-0.0322019	0.0270339	0.0029951	0.0199985	0.0005536	-0.0007095	-0.0005657	-0.0025346	0.0022904	0.0022358
